engine_id,cycle,label,reconstruction_error,latent_norm,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
1,50,normal,0.8084949363554845,0.8991634647579296,-0.021715023,-0.06324403,0.10620354,0.0750822,-0.008216441,0.07875511,0.23723239,0.07298873,-0.13211372,-0.032591417,0.037539814,0.06757376,0.18490002,-0.2349849,-0.10652026,0.056410637,-0.08695655,0.0024070516,0.06507276,-0.109059006,0.0033482723,0.07258228,0.046429083,-0.06991322,0.05128835,-0.03336996,0.13360041,-0.023217902,-0.19277063,-0.23977986,-0.06453639,0.24447015,-0.03376121,0.04577864,-0.13374382,0.024324894,-0.06612821,0.035023067,0.13392138,-0.14463097,0.15925762,0.06863333,0.114819124,-0.10297416,-0.2251311,0.035716526,-0.19775988,0.0011350885,-0.13173088,-0.010751531,0.0032219477,-0.09439837,0.16132109,-0.14954937,-0.045147277,0.07068365,0.023866307,0.00055246055,0.07815024,-0.16435078,0.15976843,-0.011425469,-0.14464673,0.029809259
1,51,normal,0.8084558563103525,0.8991417331602135,-0.021711685,-0.06324187,0.10619192,0.07507594,-0.008233957,0.078754,0.23722073,0.07298916,-0.13210371,-0.032577895,0.037547324,0.06755515,0.18488683,-0.23497504,-0.10651895,0.056410372,-0.08695013,0.0024154317,0.06505686,-0.1090602,0.003337469,0.072596595,0.046426862,-0.06988983,0.051293954,-0.033370227,0.13362092,-0.023208767,-0.19276445,-0.23978648,-0.06452412,0.24448779,-0.03374797,0.045779943,-0.13374814,0.024311464,-0.06612384,0.035046466,0.13390347,-0.14461601,0.15926532,0.068630725,0.11483179,-0.10298354,-0.225113,0.03569632,-0.19773743,0.0011391006,-0.1317204,-0.010737108,0.003233239,-0.0944044,0.16131714,-0.14956382,-0.04516699,0.070681304,0.023886811,0.00054682046,0.07814175,-0.16433302,0.1597768,-0.011415333,-0.14463702,0.029810138
1,52,normal,0.8079609322850732,0.8988664707758729,-0.02177424,-0.06321113,0.106070146,0.07511152,-0.008570634,0.078696184,0.23710865,0.07300497,-0.13183855,-0.032478973,0.03754076,0.067300536,0.18460032,-0.23492971,-0.10639883,0.056408808,-0.086972676,0.0026488062,0.06478925,-0.1088397,0.0031371117,0.07281497,0.046399847,-0.06969616,0.051254585,-0.03334661,0.13383725,-0.023205943,-0.19265756,-0.23991564,-0.064316146,0.2446692,-0.033630066,0.04576885,-0.13373423,0.024266023,-0.066035494,0.035133407,0.13362662,-0.14441904,0.15949461,0.06865378,0.115147896,-0.10305858,-0.22500136,0.035614513,-0.19748053,0.0011069477,-0.1314766,-0.010684014,0.0034549497,-0.09451533,0.16138451,-0.14981493,-0.045449674,0.07066305,0.023979116,0.0005473569,0.07813039,-0.16411087,0.15979965,-0.011172205,-0.14440593,0.029643992
1,53,normal,0.8076079526773617,0.8986701022496307,-0.021822326,-0.06318897,0.10598515,0.07514312,-0.008814819,0.07865253,0.23702928,0.073017165,-0.1316436,-0.0324122,0.037532073,0.06712076,0.18439029,-0.23489952,-0.10630899,0.056409292,-0.08699425,0.002820287,0.06459572,-0.108672164,0.0029912516,0.07297043,0.04638264,-0.069563255,0.051222526,-0.033328354,0.1339896,-0.023209043,-0.19258104,-0.24000764,-0.06416626,0.24479565,-0.033548154,0.04575849,-0.13372064,0.024240091,-0.06596943,0.03518445,0.13342622,-0.14427784,0.1596642,0.0686729,0.11537771,-0.10310839,-0.22492938,0.03556505,-0.19729899,0.0010793954,-0.1312973,-0.0106516825,0.0036146753,-0.0945939,0.16143596,-0.14999723,-0.045650795,0.07065258,0.024036799,0.00055229664,0.07812597,-0.16395307,0.15981245,-0.010994956,-0.14423668,0.029518561
1,54,normal,0.8077293427719,0.8987376384529024,-0.021813955,-0.06319688,0.10601674,0.0751404,-0.0087413415,0.07866361,0.23706076,0.07301315,-0.13169916,-0.03243959,0.037526105,0.06717933,0.18445233,-0.23491675,-0.10633027,0.056408033,-0.086994715,0.0027725212,0.06465695,-0.10871088,0.0030372068,0.072921105,0.04638715,-0.06961696,0.051224127,-0.0333329,0.13393536,-0.023217134,-0.19260406,-0.2399801,-0.06421323,0.24474853,-0.03357976,0.04575931,-0.1337195,0.024258833,-0.06599042,0.03515032,0.13349128,-0.14432529,0.15961686,0.06867135,0.11531288,-0.10308941,-0.224963,0.03559535,-0.19736266,0.0010827929,-0.13134901,-0.010673561,0.003568776,-0.09457085,0.16142946,-0.14994001,-0.0455852,0.07065646,0.024005476,0.00055585057,0.078134775,-0.1640077,0.15980095,-0.0110459365,-0.14428651,0.029547732
1,55,normal,0.8080564918126403,0.8989196247789011,-0.021774303,-0.06321774,0.10609719,0.075116225,-0.008520976,0.078701325,0.23713711,0.07300217,-0.1318731,-0.032504044,0.03752799,0.06734472,0.1846407,-0.23494834,-0.1064074,0.05640676,-0.08698005,0.0026201755,0.064833485,-0.10885473,0.0031701103,0.07277929,0.046402518,-0.06974581,0.051248133,-0.033348516,0.1337927,-0.023220345,-0.1926732,-0.2398963,-0.064349614,0.2446281,-0.03365794,0.04576712,-0.13372818,0.024289608,-0.0660507,0.0350918,0.13367495,-0.14445531,0.15946636,0.06865722,0.115108,-0.10304189,-0.22503603,0.03565018,-0.19753174,0.0011039935,-0.131509,-0.010710495,0.0034260675,-0.09450007,0.16138871,-0.14977425,-0.04539997,0.07066665,0.023944665,0.0005550608,0.07814302,-0.16415417,0.15978473,-0.011204764,-0.14443871,0.029655708
1,56,normal,0.8083394993274875,0.8990770263595258,-0.02172415,-0.06323558,0.10616258,0.07507971,-0.00831423,0.07874072,0.23719773,0.072991155,-0.13204287,-0.03255128,0.037546348,0.06749197,0.18482104,-0.23496434,-0.10648947,0.05640816,-0.08695174,0.0024706647,0.0649951,-0.109011814,0.0032941103,0.072649725,0.046417102,-0.06984238,0.05128426,-0.03336657,0.13367495,-0.023206167,-0.1927368,-0.23981744,-0.06447576,0.24453053,-0.033718057,0.045776125,-0.13374528,0.024298307,-0.06610602,0.035071578,0.13384023,-0.14456853,0.15931734,0.06863574,0.114907734,-0.103005245,-0.2250831,0.03567227,-0.1976753,0.0011349246,-0.13166285,-0.010723649,0.0032899827,-0.09443273,0.16133508,-0.14962125,-0.04523398,0.07067511,0.023914974,0.000544101,0.07813706,-0.16428164,0.1597815,-0.0113580115,-0.14458448,0.029774811
1,57,normal,0.8078721138390644,0.898817063611425,-0.021802794,-0.06320597,0.1060532,0.07513591,-0.008652337,0.07867728,0.23709723,0.07300869,-0.13176703,-0.032470495,0.037520397,0.067249216,0.18452749,-0.23493534,-0.106357,0.056406572,-0.086993985,0.0027137268,0.06473043,-0.10876051,0.0030924715,0.07286288,0.04639275,-0.06967868,0.051227886,-0.03333839,0.13387176,-0.023224808,-0.19263174,-0.23994616,-0.06426978,0.24469346,-0.033616498,0.04576103,-0.13371941,0.02427952,-0.06601566,0.035113245,0.13356906,-0.14438114,0.15955895,0.06866883,0.1152337,-0.103067435,-0.22500083,0.035628673,-0.1974369,0.0010875948,-0.13141175,-0.010697187,0.003512986,-0.09454287,0.1614196,-0.14987177,-0.04550653,0.07066108,0.023970854,0.00055910647,0.078143276,-0.16407162,0.15978898,-0.01110813,-0.14434716,0.029585065
1,58,normal,0.808449495352226,0.8991381959144134,-0.021715607,-0.06324238,0.106191725,0.07507845,-0.008243524,0.0787512,0.23722282,0.072989024,-0.13209559,-0.032576986,0.03754248,0.06754903,0.18487856,-0.23497751,-0.10651175,0.056408253,-0.08695323,0.0024235323,0.06505172,-0.109049894,0.003334839,0.07260234,0.046424124,-0.06989092,0.051288903,-0.033369653,0.13362435,-0.023212776,-0.19276068,-0.23978958,-0.064519435,0.24448767,-0.033747338,0.04577817,-0.13374513,0.024315167,-0.06612339,0.035040542,0.13389897,-0.14461246,0.15927273,0.068633884,0.11484315,-0.10298559,-0.22511463,0.03570031,-0.19773364,0.0011363178,-0.13171239,-0.010741655,0.003242664,-0.09440882,0.16132478,-0.1495688,-0.045172155,0.07068042,0.023885112,0.0005482808,0.078144,-0.1643306,0.15977366,-0.011407636,-0.14463118,0.029802803
1,59,normal,0.8082889275420578,0.8990489016410942,-0.021730036,-0.06323246,0.106150895,0.0750838,-0.008345522,0.07873534,0.23718348,0.07299377,-0.13201763,-0.03254167,0.03754675,0.067468144,0.18479273,-0.23495826,-0.10647955,0.056408037,-0.086954854,0.0024913233,0.06496873,-0.1089918,0.0032729283,0.0726703,0.04641587,-0.06982218,0.05128296,-0.033363402,0.1336962,-0.023205325,-0.19272816,-0.23982894,-0.064454965,0.24454916,-0.033706546,0.045776486,-0.13374487,0.024293244,-0.06609605,0.035080552,0.13381182,-0.14454961,0.15933925,0.068637714,0.11493592,-0.1030117,-0.22507192,0.035664156,-0.19764939,0.0011303835,-0.1316405,-0.010716927,0.0033086129,-0.09444224,0.16133907,-0.14964607,-0.045262136,0.07067408,0.023923527,0.0005443543,0.07813519,-0.16425842,0.15978606,-0.011335626,-0.14456221,0.029758636
1,60,normal,0.8077239378590904,0.8987346315009177,-0.021803837,-0.06319693,0.10601242,0.07512868,-0.0087322295,0.078667685,0.23705593,0.07301272,-0.1317112,-0.03243065,0.037536476,0.067178585,0.18446223,-0.23490766,-0.106339715,0.056407608,-0.08698424,0.0027612448,0.064661585,-0.10873354,0.0030421019,0.07292009,0.04638668,-0.06960411,0.051235303,-0.033335388,0.13394177,-0.023205124,-0.19260588,-0.23997632,-0.06421674,0.24475476,-0.03357335,0.04576249,-0.13372669,0.024245612,-0.065993294,0.035173453,0.13349393,-0.1443238,0.15960526,0.06866584,0.115299866,-0.103094935,-0.22494924,0.035576336,-0.19735658,0.0010907575,-0.13135827,-0.010659417,0.003562726,-0.094568595,0.16141789,-0.14993554,-0.045584,0.07065489,0.024023812,0.00054807216,0.078124255,-0.16400468,0.15981013,-0.011055477,-0.14429551,0.029564746
1,61,normal,0.807677743795522,0.8987089316322177,-0.021809682,-0.06319405,0.10600047,0.075131744,-0.008766018,0.078662045,0.23704723,0.07301352,-0.1316848,-0.03242115,0.037535843,0.06715308,0.18443465,-0.23490459,-0.106326826,0.056407887,-0.08698555,0.0027855486,0.06463567,-0.108710885,0.0030238554,0.072941616,0.046383243,-0.06958586,0.051229812,-0.03333401,0.13396305,-0.023204818,-0.19259404,-0.23998985,-0.06419694,0.24477205,-0.033561707,0.045759995,-0.13372481,0.02424144,-0.065985285,0.03518194,0.13346766,-0.14430454,0.15962803,0.06866781,0.115332454,-0.103102654,-0.2249386,0.035568118,-0.19733216,0.0010889322,-0.13133326,-0.010655022,0.0035863519,-0.09458021,0.16142604,-0.14995983,-0.045611247,0.070653,0.024033349,0.00054769963,0.078123644,-0.16398454,0.15981051,-0.011030562,-0.14427271,0.029548652
1,62,normal,0.8076846542400681,0.8987127762750834,-0.021826405,-0.063194424,0.10600765,0.075150646,-0.0087786615,0.07865457,0.23705485,0.0730153,-0.1316665,-0.03243321,0.03751677,0.06715473,0.1844185,-0.23491743,-0.10631084,0.056406457,-0.08700406,0.002802197,0.064629905,-0.108676195,0.0030165613,0.07294487,0.046383705,-0.069606766,0.051212803,-0.033328675,0.13395277,-0.023224562,-0.192592,-0.23999327,-0.06419172,0.24476045,-0.03357263,0.04575629,-0.13371322,0.024264101,-0.06598156,0.03514374,0.13346429,-0.14430621,0.15964654,0.068678245,0.11535227,-0.10309453,-0.22496092,0.03559991,-0.1973398,0.0010741577,-0.13131851,-0.010677658,0.0035960674,-0.09458378,0.16144462,-0.14996749,-0.04561133,0.07065539,0.024004359,0.00056102127,0.078138925,-0.16398773,0.1597974,-0.011016648,-0.14425984,0.029522168
1,63,normal,0.8084449997359368,0.8991356959524723,-0.021710377,-0.063242555,0.106189325,0.07507228,-0.008240424,0.07875308,0.23722035,0.072988585,-0.13210036,-0.03257259,0.037548143,0.06754777,0.18488243,-0.23497304,-0.10651588,0.056408472,-0.08694758,0.002419224,0.065053046,-0.10905981,0.0033365898,0.07260193,0.046423737,-0.06988402,0.051294073,-0.03337098,0.13362828,-0.023206845,-0.19276106,-0.2397885,-0.06452036,0.24449128,-0.033743463,0.045779116,-0.13374832,0.024308097,-0.06612438,0.03505247,0.13389921,-0.144611,0.15926781,0.06863071,0.114837855,-0.10298838,-0.22510754,0.035690308,-0.19773036,0.0011408329,-0.13171601,-0.010734545,0.0032406412,-0.09440805,0.16131938,-0.14956734,-0.045172676,0.07067992,0.023894671,0.0005443245,0.07813902,-0.16432893,0.1597776,-0.011411332,-0.1446346,0.029810824
1,64,normal,0.8079493774680282,0.8988600433148801,-0.02178298,-0.063211605,0.10606994,0.07511866,-0.0085885,0.07869074,0.23711169,0.073005505,-0.13182184,-0.032479383,0.037531357,0.067290574,0.18458404,-0.23493496,-0.10638546,0.056406524,-0.08698014,0.002665013,0.064778976,-0.1088171,0.003130138,0.07282493,0.046396516,-0.069699585,0.05124428,-0.03334471,0.13384134,-0.023214638,-0.19265126,-0.23992181,-0.0643071,0.24466884,-0.033629984,0.045765594,-0.13372791,0.02427452,-0.06603317,0.035119954,0.13361743,-0.1444127,0.15951024,0.06865945,0.115169525,-0.10305987,-0.22500673,0.035624772,-0.19747487,0.0011007413,-0.131461,-0.0106934365,0.0034708306,-0.094522655,0.16139837,-0.1498256,-0.045458846,0.07066267,0.023972068,0.00055167824,0.07813614,-0.16410637,0.1597929,-0.011156987,-0.14439341,0.029627949
1,65,normal,0.8080927190674576,0.8989397749946643,-0.021760378,-0.06322079,0.10610348,0.07510221,-0.008487724,0.07870947,0.23714438,0.07299978,-0.13190392,-0.032504186,0.037537653,0.06736317,0.18467212,-0.2349456,-0.106423445,0.056406584,-0.08696782,0.0025933962,0.064859,-0.108890444,0.003191892,0.07276154,0.04640279,-0.06975081,0.05125907,-0.03335339,0.13378152,-0.02321025,-0.19268182,-0.23988378,-0.06436929,0.24461854,-0.03366133,0.04576936,-0.13373473,0.024281714,-0.06606129,0.035105243,0.13370012,-0.14446941,0.15943852,0.06865012,0.1150738,-0.10304138,-0.22503264,0.0356396,-0.19754767,0.0011150204,-0.13153543,-0.010703459,0.003405951,-0.094490595,0.16137555,-0.14975008,-0.0453763,0.07066658,0.023954082,0.00054737926,0.07813539,-0.16417098,0.1597887,-0.011230808,-0.14446437,0.029683847
1,66,normal,0.8079996041585658,0.8988879819858344,-0.021782834,-0.06321493,0.10608409,0.07512126,-0.008561477,0.07869373,0.23712608,0.073004335,-0.13184065,-0.032492794,0.037525404,0.067314714,0.1846058,-0.23494422,-0.10639065,0.056405924,-0.08698369,0.0026488304,0.06480259,-0.108825855,0.0031475686,0.072805814,0.04639838,-0.06972548,0.051241428,-0.0333454,0.13381767,-0.023221806,-0.19266006,-0.2399112,-0.06432511,0.24464741,-0.033644803,0.045765046,-0.13372508,0.024286602,-0.06604104,0.03509879,0.13364315,-0.14443186,0.15949485,0.06866073,0.11514728,-0.10305048,-0.22502466,0.03564305,-0.19750209,0.0010992736,-0.1314789,-0.010706653,0.0034544393,-0.094514124,0.16139941,-0.14980403,-0.04543201,0.07066491,0.023953926,0.00055562705,0.07814267,-0.16412929,0.15978548,-0.011174761,-0.14441082,0.029634807
1,67,normal,0.8084138090764716,0.899118350984158,-0.021718957,-0.06324102,0.10618396,0.075079724,-0.008265726,0.0787475,0.23721385,0.072990745,-0.13207835,-0.032569893,0.037543308,0.067531995,0.18485896,-0.2349728,-0.10650421,0.05640799,-0.086954035,0.0024377573,0.0650338,-0.1090362,0.0033212192,0.07261665,0.046422392,-0.06987695,0.051287755,-0.033367664,0.13363978,-0.023212202,-0.19275439,-0.2397975,-0.0645048,0.2445001,-0.033738486,0.04577784,-0.13374448,0.02431104,-0.06611739,0.035047762,0.13387972,-0.1445986,0.15928756,0.06863475,0.11486292,-0.10299057,-0.22510621,0.03569356,-0.19771583,0.0011341088,-0.13169707,-0.010737048,0.0032567978,-0.09441594,0.16132838,-0.14958555,-0.0451914,0.07067984,0.023892436,0.0005476028,0.07814236,-0.16431525,0.15977612,-0.011392057,-0.1446158,0.02979267
1,68,normal,0.8081370595428751,0.8989644373071023,-0.021747977,-0.06322381,0.10611351,0.07509264,-0.008448973,0.07871803,0.23714995,0.07299858,-0.13193706,-0.032510348,0.037546325,0.067389116,0.18470556,-0.23494405,-0.106442444,0.056407586,-0.08695956,0.002562359,0.064887196,-0.10892544,0.0032129996,0.072737746,0.046406534,-0.06976184,0.05127101,-0.033356756,0.13376388,-0.02320344,-0.1926949,-0.23986861,-0.06439122,0.244605,-0.033669047,0.045772586,-0.13374078,0.024277896,-0.06607,0.03511001,0.13372743,-0.1444884,0.1594089,0.06864371,0.115032926,-0.103035614,-0.22503598,0.03563655,-0.19757026,0.0011221431,-0.13156615,-0.010699762,0.0033778995,-0.094477035,0.16136016,-0.1497226,-0.045348547,0.07066861,0.023954492,0.0005428046,0.07813067,-0.16419107,0.15979275,-0.011260923,-0.14449179,0.02970963
1,69,normal,0.8075507752489438,0.8986382894407203,-0.021839242,-0.06318685,0.10597515,0.07515724,-0.0088661015,0.07864044,0.23702207,0.07302007,-0.13159893,-0.032405823,0.037519973,0.06708816,0.18434405,-0.234902,-0.106281824,0.05640751,-0.08700692,0.002860412,0.0645594,-0.1086229,0.002964206,0.0730009,0.046377685,-0.069551796,0.05120625,-0.03332302,0.13401264,-0.023220614,-0.19256508,-0.24002588,-0.06413681,0.24481037,-0.033538707,0.04575315,-0.13371107,0.024248313,-0.06595747,0.035172664,0.13338976,-0.1442529,0.15970463,0.068681985,0.11543122,-0.10311438,-0.22492865,0.03557303,-0.19727065,0.001067359,-0.13125649,-0.010659498,0.0036520474,-0.09461153,0.16145833,-0.15003312,-0.045685984,0.07065206,0.024033275,0.00055886805,0.0781331,-0.16392872,0.1598059,-0.0109547265,-0.1442,0.029482853
1,70,normal,0.8081961658821192,0.8989973113875921,-0.02175558,-0.0632278,0.10613176,0.07510364,-0.008426487,0.07871776,0.23717079,0.07299771,-0.13194856,-0.032530002,0.037530366,0.06741466,0.18472207,-0.23496112,-0.10643951,0.05640604,-0.086971395,0.0025540255,0.06491025,-0.10891799,0.0032293312,0.07271931,0.046407923,-0.069799855,0.05125863,-0.033355832,0.13373345,-0.023220383,-0.19270241,-0.23985973,-0.06440839,0.24457645,-0.03368991,0.045769725,-0.13373196,0.024301577,-0.066077806,0.035069704,0.13375424,-0.14450958,0.15940118,0.06865011,0.11502001,-0.10302262,-0.22506559,0.035670877,-0.19760309,0.0011145435,-0.13157772,-0.010725129,0.003366597,-0.09447064,0.16137157,-0.14970282,-0.045319587,0.07067138,0.023921851,0.00055282563,0.078145154,-0.16421789,0.15977761,-0.011272658,-0.14450455,0.029704558
1,71,normal,0.8084802390255147,0.8991552919410054,-0.021712553,-0.06324561,0.10620034,0.07507624,-0.008225009,0.07875391,0.23723218,0.072988346,-0.13211009,-0.03258329,0.03754138,0.06756368,0.1848945,-0.23498142,-0.1065158,0.05640773,-0.08695195,0.0024109986,0.06506831,-0.10905985,0.0033483692,0.07259018,0.046424374,-0.06990501,0.05128868,-0.033370927,0.13361129,-0.02321484,-0.1927664,-0.23978192,-0.06453151,0.24447459,-0.033754535,0.0457776,-0.13374412,0.024319932,-0.06613005,0.035032578,0.13391627,-0.14462325,0.15926048,0.068632975,0.11482681,-0.10298114,-0.22512296,0.03570711,-0.19774978,0.0011379123,-0.13172552,-0.010747298,0.0032325462,-0.09440376,0.16132419,-0.14955378,-0.045154087,0.070681855,0.023878563,0.0005482361,0.078145735,-0.16434571,0.15976985,-0.01142041,-0.14464408,0.029811675
1,72,normal,0.8084484794213022,0.8991376309671963,-0.021718912,-0.06324367,0.10619329,0.07508122,-0.008248985,0.07874947,0.23722482,0.0729898,-0.13209006,-0.032578744,0.037539233,0.06754695,0.18487333,-0.2349802,-0.106506296,0.0564077,-0.08695575,0.002428284,0.06504945,-0.10904052,0.0033336729,0.07260477,0.046422906,-0.06989458,0.05128438,-0.033368677,0.13362432,-0.023217157,-0.19275942,-0.23979121,-0.06451666,0.2444857,-0.033748068,0.045776658,-0.13374203,0.024319429,-0.06612325,0.035033632,0.13389695,-0.14461079,0.15927817,0.06863546,0.1148501,-0.10298474,-0.22511823,0.035705663,-0.19773398,0.0011337437,-0.13170785,-0.010746438,0.0032478794,-0.094411485,0.16133079,-0.14957142,-0.04517351,0.07068121,0.023880597,0.00054967403,0.0781471,-0.1643314,0.15977004,-0.011402372,-0.14462683,0.029796839
1,73,normal,0.8084632972792667,0.8991458709682577,-0.0217183,-0.06324456,0.10619742,0.07508175,-0.008239925,0.07875065,0.23722842,0.072989665,-0.13209659,-0.032582566,0.03753816,0.06755473,0.18488055,-0.23498231,-0.1065088,0.05640774,-0.08695645,0.0024223384,0.065056875,-0.10904462,0.0033388808,0.07259863,0.04642393,-0.069901675,0.051284432,-0.033368908,0.13361725,-0.023218632,-0.19276257,-0.23978752,-0.06452243,0.24447963,-0.033752292,0.045776855,-0.13374165,0.024322435,-0.0661255,0.035028346,0.13390473,-0.14461648,0.15927273,0.06863556,0.11484197,-0.10298175,-0.22512315,0.035710353,-0.19774196,0.0011334307,-0.13171408,-0.010749484,0.0032417886,-0.09440839,0.16132982,-0.1495646,-0.04516507,0.070682,0.02387565,0.00055065006,0.078148514,-0.16433802,0.15976866,-0.011408582,-0.14463264,0.029799748
