engine_id,cycle,label,reconstruction_error,latent_norm,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
1,50,normal,0.9749750336294856,0.9874082406125065,0.09212719,-0.08373675,0.026235402,-0.17690006,-0.12597549,0.11167331,-0.1982392,-0.14506635,-0.07434542,0.025003703,0.14523438,-0.2083922,-0.08428822,-0.17292106,0.23731142,-0.1634848,-0.048171453,-0.067068055,-0.1119736,-0.050156172,0.13713177,-0.016718898,-0.009563491,-0.14861651,-0.11194968,0.31835595,-0.0741386,-0.033702094,0.05148321,0.018829126,-0.19474286,-0.090814605,0.16005918,0.13794972,-0.14851975,-0.036877017,-0.028428659,-0.009386562,-0.2410978,0.023795309,-0.23588037,0.05132308,0.070175245,-0.081551805,0.019603614,-0.034515686,-0.024296366,0.13106993,0.022725027,-0.021403264,-0.11721217,-0.06428229,0.075712256,0.047192,-0.14871292,0.06448491,0.18211553,0.14257848,-0.18623754,-0.10511718,0.12339387,-0.07328029,-0.1521188,-0.048616435
1,51,normal,0.974959236262838,0.9874002411701336,0.092136726,-0.083734885,0.026250329,-0.17688152,-0.12596557,0.11168124,-0.19822206,-0.145078,-0.074353516,0.025011469,0.14523557,-0.20838973,-0.08429942,-0.17292836,0.23730516,-0.16347522,-0.04817598,-0.067068025,-0.11196089,-0.050161768,0.13714966,-0.016720735,-0.0095727965,-0.14861746,-0.11196786,0.31835243,-0.07412171,-0.033702284,0.05148883,0.018840287,-0.19475044,-0.09081762,0.16004539,0.13797241,-0.14852574,-0.036878638,-0.028413195,-0.0093753785,-0.24110612,0.023781186,-0.23586494,0.051329277,0.070167504,-0.08152872,0.019612206,-0.034531705,-0.024300251,0.13106227,0.022733022,-0.02140668,-0.117205895,-0.06428014,0.07571699,0.04719601,-0.14869562,0.06447505,0.18211706,0.14257354,-0.18625054,-0.10510779,0.12339439,-0.07326155,-0.15212336,-0.048592687
1,52,normal,0.9746133971768258,0.9872250995476289,0.09236244,-0.083822675,0.026340153,-0.17652157,-0.1259458,0.111752495,-0.19788638,-0.14535947,-0.07456494,0.025119394,0.14519605,-0.2083801,-0.08438386,-0.1732167,0.23714876,-0.1634507,-0.048179146,-0.06686315,-0.111811146,-0.050526004,0.1374018,-0.016598929,-0.009714976,-0.14871989,-0.1122549,0.31816712,-0.07397733,-0.03381932,0.051501527,0.019054495,-0.19478875,-0.09073566,0.15999544,0.1381655,-0.14834467,-0.036751226,-0.028278008,-0.0091499165,-0.24127126,0.023664173,-0.23572871,0.05133574,0.06999581,-0.08125418,0.019773275,-0.03468112,-0.024259977,0.13093486,0.02290928,-0.021595802,-0.117025144,-0.064172566,0.075777285,0.047131635,-0.14843482,0.06436814,0.18215531,0.14250368,-0.18627968,-0.10494878,0.12345717,-0.07300508,-0.15219808,-0.04819024
1,53,normal,0.974357168815488,0.9870953190120435,0.09252707,-0.08388901,0.026401293,-0.17625882,-0.12593651,0.11180069,-0.1976411,-0.14556518,-0.07471985,0.025197487,0.1451652,-0.20837274,-0.08444254,-0.17343053,0.23703212,-0.16343702,-0.048178975,-0.066708244,-0.11170487,-0.05079978,0.13758022,-0.016506888,-0.009816535,-0.14879663,-0.11245927,0.31802946,-0.073877394,-0.03390772,0.051507745,0.019210119,-0.19481249,-0.09067224,0.15996364,0.13829747,-0.14820465,-0.036653772,-0.02818486,-0.008985065,-0.24139002,0.023583623,-0.23563308,0.051337894,0.06986893,-0.08105999,0.019889513,-0.03478522,-0.024226278,0.13084245,0.023036953,-0.02173731,-0.116892345,-0.06409293,0.07581967,0.047080986,-0.14824915,0.06429131,0.18218496,0.14245293,-0.18629345,-0.10483324,0.12350437,-0.072821595,-0.15225306,-0.04789942
1,54,normal,0.9744353554114297,0.9871349225974277,0.092479534,-0.08387541,0.02637358,-0.17633846,-0.12594831,0.11178116,-0.19771563,-0.14550462,-0.07467563,0.025172442,0.1451713,-0.20837808,-0.084418,-0.1733717,0.23706657,-0.16344914,-0.048175313,-0.06674515,-0.111741975,-0.05073,0.13752249,-0.016525405,-0.0097844,-0.14877881,-0.11239582,0.31806618,-0.0739169,-0.03388717,0.05149989,0.019162934,-0.19479997,-0.09068373,0.15998617,0.13824534,-0.1482321,-0.036674727,-0.028220229,-0.009034723,-0.24135537,0.023616297,-0.23567104,0.051331587,0.06990676,-0.08112691,0.019855525,-0.034745753,-0.0242313,0.13087153,0.022999603,-0.021700874,-0.1169297,-0.064111955,0.075806364,0.047089003,-0.14830713,0.06431958,0.18217552,0.14247029,-0.18627828,-0.104869865,0.12349211,-0.072882146,-0.15223616,-0.047990024
1,55,normal,0.974667578937195,0.9872525406081237,0.09233234,-0.08381942,0.026313536,-0.17657593,-0.12596267,0.11173374,-0.19793731,-0.1453196,-0.07453709,0.025101392,0.14519718,-0.20838629,-0.08436081,-0.17318162,0.23717156,-0.16346663,-0.0481732,-0.06687905,-0.11184119,-0.050491724,0.13735902,-0.016602382,-0.009691626,-0.14871305,-0.112210006,0.31818807,-0.07401272,-0.033811193,0.05149024,0.019022029,-0.19477448,-0.09073585,0.16002259,0.1381182,-0.14834923,-0.03675725,-0.028308583,-0.009183057,-0.24124889,0.023694284,-0.23576325,0.051326513,0.07002013,-0.081307516,0.019751042,-0.034646496,-0.024258062,0.130956,0.022884738,-0.021577014,-0.11704799,-0.06418058,0.075767614,0.04713004,-0.14847597,0.06439209,0.182149,0.14251733,-0.18625873,-0.10497563,0.123450674,-0.07305085,-0.1521869,-0.048253894
1,56,normal,0.9748856381837099,0.9873629718516438,0.09218923,-0.08375397,0.026275784,-0.17679758,-0.12595898,0.11169806,-0.1981447,-0.14514071,-0.07440221,0.025038615,0.14522745,-0.20838997,-0.08432103,-0.17299062,0.23727095,-0.16346727,-0.048179395,-0.06702297,-0.11192411,-0.050243743,0.1372113,-0.01669101,-0.0096080825,-0.14864369,-0.11203925,0.31831226,-0.074085936,-0.03372965,0.051490754,0.01889047,-0.19476172,-0.09079897,0.1600361,0.1380206,-0.14848673,-0.036849268,-0.02837683,-0.009324484,-0.24114783,0.023752492,-0.23583251,0.0513322,0.07013002,-0.08146095,0.019653462,-0.034568936,-0.024294257,0.13103221,0.022775006,-0.02145058,-0.11716486,-0.06425159,0.07573345,0.047182687,-0.14862978,0.06445176,0.18212327,0.14255881,-0.1862607,-0.10507222,0.123406924,-0.07319969,-0.15214121,-0.04849786
1,57,normal,0.9745302479443295,0.9871829860488528,0.09242152,-0.08385736,0.026343293,-0.17643481,-0.12596056,0.11175822,-0.1978055,-0.14543101,-0.07462139,0.025143001,0.1451796,-0.20838368,-0.084389925,-0.17329872,0.2371091,-0.16346204,-0.048171867,-0.0667924,-0.111785755,-0.050643526,0.13745408,-0.016549237,-0.009745866,-0.14875615,-0.11231983,0.31811222,-0.073961884,-0.033860892,0.05149158,0.019105699,-0.19478528,-0.090699054,0.16000968,0.13818538,-0.1482687,-0.036702175,-0.028260775,-0.009094499,-0.24131362,0.023653563,-0.23571494,0.051325705,0.0699516,-0.08120547,0.019814033,-0.03469967,-0.024238259,0.13090676,0.02295408,-0.02165513,-0.11697582,-0.06413593,0.075790346,0.04710015,-0.14837664,0.064352974,0.18216461,0.14249052,-0.18626243,-0.10491452,0.12347647,-0.072953925,-0.15221602,-0.048098266
1,58,normal,0.9749539856398154,0.9873975823546538,0.092143685,-0.08373992,0.026250523,-0.17687231,-0.12596917,0.11167981,-0.198214,-0.14508486,-0.07435961,0.025014691,0.14523342,-0.20839208,-0.084298834,-0.17293605,0.23730206,-0.16347781,-0.048175003,-0.06705931,-0.11195935,-0.05017721,0.13715595,-0.016711753,-0.009576336,-0.14862353,-0.1119764,0.3183468,-0.07412163,-0.03370833,0.051485702,0.018845648,-0.1947491,-0.09081155,0.16005129,0.1379725,-0.1485151,-0.0368713,-0.02841125,-0.009369552,-0.24111229,0.02378183,-0.23586595,0.05132732,0.07016288,-0.0815243,0.01961848,-0.034532145,-0.024297595,0.13105975,0.022738028,-0.021414397,-0.11720053,-0.06427325,0.07571932,0.047191136,-0.14868739,0.06447554,0.18211715,0.14257337,-0.18624702,-0.105105124,0.12339625,-0.07325657,-0.15212575,-0.048582695
1,59,normal,0.9748494325788926,0.9873446371854625,0.09221059,-0.083762154,0.026283883,-0.17676306,-0.12595665,0.111705184,-0.19811219,-0.14516911,-0.07442204,0.02504826,0.14522356,-0.20838727,-0.08432907,-0.17301917,0.23725533,-0.1634645,-0.04817861,-0.067004256,-0.11191052,-0.05027761,0.13723561,-0.016681649,-0.009620562,-0.14865056,-0.112065,0.3182943,-0.07407139,-0.03373933,0.051493905,0.018910896,-0.19476503,-0.09079224,0.1600276,0.13804032,-0.1484713,-0.036838878,-0.028365154,-0.009301327,-0.2411615,0.023740435,-0.23581848,0.051332965,0.07011181,-0.08143523,0.019666856,-0.03458353,-0.024289254,0.13102031,0.022790637,-0.02146715,-0.11714784,-0.06424414,0.07573841,0.04717692,-0.14860648,0.06443924,0.18212873,0.14255083,-0.18626392,-0.10505534,0.123413906,-0.07317525,-0.15214875,-0.048459023
