sample_id,ground_truth,prediction,anomaly_score,reconstruction_error,classification
0,0,0,0.47462883591651917,0.47462883591651917,TN
1,0,0,0.47403326630592346,0.47403326630592346,TN
2,0,0,0.46674901247024536,0.46674901247024536,TN
3,0,0,0.4759427607059479,0.4759427607059479,TN
4,0,0,0.45945000648498535,0.45945000648498535,TN
5,0,0,0.4768598675727844,0.4768598675727844,TN
6,0,0,0.48016592860221863,0.48016592860221863,TN
7,0,0,0.5064194202423096,0.5064194202423096,TN
8,0,0,0.4953829050064087,0.4953829050064087,TN
9,0,0,0.513296902179718,0.513296902179718,TN
10,0,0,0.48261094093322754,0.48261094093322754,TN
11,0,0,0.4914383292198181,0.4914383292198181,TN
12,0,0,0.49124830961227417,0.49124830961227417,TN
13,0,0,0.4900974929332733,0.4900974929332733,TN
14,0,0,0.49888885021209717,0.49888885021209717,TN
15,0,0,0.49100548028945923,0.49100548028945923,TN
16,0,0,0.4976276457309723,0.4976276457309723,TN
17,0,0,0.4971042573451996,0.4971042573451996,TN
18,0,0,0.5064336657524109,0.5064336657524109,TN
19,0,0,0.5164995193481445,0.5164995193481445,TN
20,0,0,0.5152652263641357,0.5152652263641357,TN
21,0,0,0.5122780799865723,0.5122780799865723,TN
22,0,0,0.5235129594802856,0.5235129594802856,TN
23,0,0,0.5266771912574768,0.5266771912574768,TN
24,0,0,0.5269404053688049,0.5269404053688049,TN
25,0,0,0.5343703627586365,0.5343703627586365,TN
26,0,0,0.5327164530754089,0.5327164530754089,TN
27,0,0,0.5330347418785095,0.5330347418785095,TN
28,0,0,0.5414665341377258,0.5414665341377258,TN
29,0,0,0.5309181213378906,0.5309181213378906,TN
30,0,0,0.5438092947006226,0.5438092947006226,TN
31,0,0,0.5292530059814453,0.5292530059814453,TN
32,0,0,0.5430314540863037,0.5430314540863037,TN
33,0,0,0.510134756565094,0.510134756565094,TN
34,0,0,0.5221582651138306,0.5221582651138306,TN
35,0,0,0.5049031376838684,0.5049031376838684,TN
36,0,0,0.5132043361663818,0.5132043361663818,TN
37,0,0,0.5214343070983887,0.5214343070983887,TN
38,0,0,0.513671875,0.513671875,TN
39,0,0,0.5106903314590454,0.5106903314590454,TN
40,0,0,0.5298678874969482,0.5298678874969482,TN
41,0,0,0.5093718767166138,0.5093718767166138,TN
42,0,0,0.5165767073631287,0.5165767073631287,TN
43,0,0,0.5419683456420898,0.5419683456420898,TN
44,0,0,0.5277324914932251,0.5277324914932251,TN
45,0,0,0.5359259247779846,0.5359259247779846,TN
46,0,0,0.5254032015800476,0.5254032015800476,TN
47,0,0,0.5646671056747437,0.5646671056747437,TN
48,0,0,0.5242597460746765,0.5242597460746765,TN
49,0,0,0.543842077255249,0.543842077255249,TN
50,0,0,0.5418055057525635,0.5418055057525635,TN
51,0,0,0.5341528058052063,0.5341528058052063,TN
52,0,0,0.5608842372894287,0.5608842372894287,TN
53,0,0,0.5656481385231018,0.5656481385231018,TN
54,0,0,0.5599226951599121,0.5599226951599121,TN
55,0,0,0.5434067249298096,0.5434067249298096,TN
56,0,0,0.5542235374450684,0.5542235374450684,TN
57,0,0,0.5341619849205017,0.5341619849205017,TN
58,0,0,0.5335211753845215,0.5335211753845215,TN
59,0,0,0.5569821000099182,0.5569821000099182,TN
60,0,0,0.5441343188285828,0.5441343188285828,TN
61,0,0,0.5536404252052307,0.5536404252052307,TN
62,0,0,0.5587512254714966,0.5587512254714966,TN
63,0,0,0.5522216558456421,0.5522216558456421,TN
64,0,0,0.542192280292511,0.542192280292511,TN
65,0,0,0.540725827217102,0.540725827217102,TN
66,0,0,0.5324538350105286,0.5324538350105286,TN
67,0,0,0.551363468170166,0.551363468170166,TN
68,0,0,0.5418549180030823,0.5418549180030823,TN
69,0,0,0.5414071083068848,0.5414071083068848,TN
70,0,0,0.5536476969718933,0.5536476969718933,TN
71,0,0,0.5546983480453491,0.5546983480453491,TN
72,0,0,0.5494863390922546,0.5494863390922546,TN
73,0,0,0.5415274500846863,0.5415274500846863,TN
74,0,0,0.5514219403266907,0.5514219403266907,TN
75,0,0,0.5587999820709229,0.5587999820709229,TN
76,0,0,0.5564415454864502,0.5564415454864502,TN
77,0,0,0.5117784738540649,0.5117784738540649,TN
78,0,0,0.5222057104110718,0.5222057104110718,TN
79,0,0,0.5407984256744385,0.5407984256744385,TN
80,0,0,0.5172264575958252,0.5172264575958252,TN
81,0,0,0.5212600827217102,0.5212600827217102,TN
82,0,0,0.5279790759086609,0.5279790759086609,TN
83,0,0,0.5298129320144653,0.5298129320144653,TN
84,0,0,0.5222660899162292,0.5222660899162292,TN
85,0,0,0.5279865860939026,0.5279865860939026,TN
86,0,0,0.5196452736854553,0.5196452736854553,TN
87,0,0,0.5187961459159851,0.5187961459159851,TN
88,0,0,0.5242123603820801,0.5242123603820801,TN
89,0,0,0.5210986137390137,0.5210986137390137,TN
90,0,0,0.5178739428520203,0.5178739428520203,TN
91,0,0,0.5199147462844849,0.5199147462844849,TN
92,0,0,0.5165687799453735,0.5165687799453735,TN
93,0,0,0.5278036594390869,0.5278036594390869,TN
94,0,0,0.5175113081932068,0.5175113081932068,TN
95,0,0,0.5161991715431213,0.5161991715431213,TN
96,0,0,0.5193415284156799,0.5193415284156799,TN
97,0,0,0.5240768194198608,0.5240768194198608,TN
98,0,0,0.5179637670516968,0.5179637670516968,TN
99,0,0,0.5138433575630188,0.5138433575630188,TN
100,0,0,0.5186339616775513,0.5186339616775513,TN
101,0,0,0.5162855982780457,0.5162855982780457,TN
102,0,0,0.5130478143692017,0.5130478143692017,TN
103,0,0,0.5193428993225098,0.5193428993225098,TN
104,0,0,0.5132578015327454,0.5132578015327454,TN
105,0,0,0.5137518048286438,0.5137518048286438,TN
106,0,0,0.5113677382469177,0.5113677382469177,TN
107,0,0,0.5081557631492615,0.5081557631492615,TN
108,0,0,0.5145650506019592,0.5145650506019592,TN
109,0,0,0.5078789591789246,0.5078789591789246,TN
110,0,0,0.5066237449645996,0.5066237449645996,TN
111,0,0,0.4991644620895386,0.4991644620895386,TN
112,0,0,0.4987718164920807,0.4987718164920807,TN
113,0,0,0.49336081743240356,0.49336081743240356,TN
114,0,0,0.49714601039886475,0.49714601039886475,TN
115,0,0,0.49108532071113586,0.49108532071113586,TN
116,0,0,0.4817025363445282,0.4817025363445282,TN
117,0,0,0.4812846779823303,0.4812846779823303,TN
118,0,0,0.4801293909549713,0.4801293909549713,TN
119,0,0,0.5095060467720032,0.5095060467720032,TN
120,0,0,0.49762818217277527,0.49762818217277527,TN
121,0,0,0.5070676207542419,0.5070676207542419,TN
122,0,0,0.5042971968650818,0.5042971968650818,TN
123,0,0,0.5041142702102661,0.5041142702102661,TN
124,0,0,0.5806828737258911,0.5806828737258911,TN
125,0,0,0.49264419078826904,0.49264419078826904,TN
126,0,0,0.4929254949092865,0.4929254949092865,TN
127,0,0,0.4895573854446411,0.4895573854446411,TN
128,0,0,0.4897710680961609,0.4897710680961609,TN
129,0,0,0.49122750759124756,0.49122750759124756,TN
130,0,0,0.49703314900398254,0.49703314900398254,TN
131,0,0,0.492818146944046,0.492818146944046,TN
132,0,0,0.5005859136581421,0.5005859136581421,TN
133,0,0,0.5104848146438599,0.5104848146438599,TN
134,0,0,0.5047820806503296,0.5047820806503296,TN
135,0,0,0.4967100918292999,0.4967100918292999,TN
136,0,0,0.5027105212211609,0.5027105212211609,TN
137,0,0,0.48921898007392883,0.48921898007392883,TN
138,0,0,0.5065659880638123,0.5065659880638123,TN
139,0,0,0.4827955663204193,0.4827955663204193,TN
140,0,0,0.48346763849258423,0.48346763849258423,TN
141,0,0,0.47083213925361633,0.47083213925361633,TN
142,0,0,0.4715941548347473,0.4715941548347473,TN
143,0,0,0.4705020487308502,0.4705020487308502,TN
144,0,0,0.4657841622829437,0.4657841622829437,TN
145,0,0,0.46803736686706543,0.46803736686706543,TN
146,0,0,0.4605621099472046,0.4605621099472046,TN
147,0,0,0.4674362242221832,0.4674362242221832,TN
148,0,0,0.4736091196537018,0.4736091196537018,TN
149,0,0,0.4650465250015259,0.4650465250015259,TN
150,0,0,0.4643096923828125,0.4643096923828125,TN
151,0,0,0.47559767961502075,0.47559767961502075,TN
152,0,0,0.4787270426750183,0.4787270426750183,TN
153,0,0,0.47901734709739685,0.47901734709739685,TN
154,0,0,0.4830612540245056,0.4830612540245056,TN
155,0,0,0.4903499484062195,0.4903499484062195,TN
156,0,0,0.486388236284256,0.486388236284256,TN
157,0,0,0.49843063950538635,0.49843063950538635,TN
158,0,0,0.49190396070480347,0.49190396070480347,TN
159,0,0,0.4935420751571655,0.4935420751571655,TN
160,0,0,0.494119256734848,0.494119256734848,TN
161,0,0,0.5112915635108948,0.5112915635108948,TN
162,0,0,0.5371379852294922,0.5371379852294922,TN
163,0,0,0.4985887408256531,0.4985887408256531,TN
164,0,0,0.5152302980422974,0.5152302980422974,TN
165,0,0,0.5177431702613831,0.5177431702613831,TN
166,0,0,0.5159225463867188,0.5159225463867188,TN
167,0,0,0.5072134733200073,0.5072134733200073,TN
168,0,0,0.5068212747573853,0.5068212747573853,TN
169,0,0,0.5103558897972107,0.5103558897972107,TN
170,0,0,0.506658673286438,0.506658673286438,TN
171,0,0,0.5078564882278442,0.5078564882278442,TN
172,0,0,0.5118846297264099,0.5118846297264099,TN
173,0,0,0.5114508271217346,0.5114508271217346,TN
174,0,0,0.5106363296508789,0.5106363296508789,TN
175,0,0,0.507315993309021,0.507315993309021,TN
176,0,0,0.4943183958530426,0.4943183958530426,TN
177,0,0,0.5012720823287964,0.5012720823287964,TN
178,0,0,0.5069596171379089,0.5069596171379089,TN
179,0,0,0.5044121742248535,0.5044121742248535,TN
180,0,0,0.5114141702651978,0.5114141702651978,TN
181,0,0,0.5037847757339478,0.5037847757339478,TN
182,0,0,0.4930809438228607,0.4930809438228607,TN
183,0,0,0.49834349751472473,0.49834349751472473,TN
184,0,0,0.5071982145309448,0.5071982145309448,TN
185,0,0,0.4978002905845642,0.4978002905845642,TN
186,0,0,0.5020578503608704,0.5020578503608704,TN
187,0,0,0.4932670593261719,0.4932670593261719,TN
188,0,0,0.5011117458343506,0.5011117458343506,TN
189,0,0,0.49477165937423706,0.49477165937423706,TN
190,0,0,0.49814483523368835,0.49814483523368835,TN
191,0,0,0.5076195597648621,0.5076195597648621,TN
192,0,0,0.5171045064926147,0.5171045064926147,TN
193,0,0,0.5062388777732849,0.5062388777732849,TN
194,0,0,0.5059106945991516,0.5059106945991516,TN
195,0,0,0.5082094669342041,0.5082094669342041,TN
196,0,0,0.523235559463501,0.523235559463501,TN
197,0,0,0.5092163681983948,0.5092163681983948,TN
198,0,0,0.5009332299232483,0.5009332299232483,TN
199,0,0,0.5011672377586365,0.5011672377586365,TN
200,0,0,0.4952073395252228,0.4952073395252228,TN
201,0,0,0.49449923634529114,0.49449923634529114,TN
202,0,0,0.49925631284713745,0.49925631284713745,TN
203,0,0,0.4911786913871765,0.4911786913871765,TN
204,0,0,0.5038048624992371,0.5038048624992371,TN
205,0,0,0.5066495537757874,0.5066495537757874,TN
206,0,0,0.5023999214172363,0.5023999214172363,TN
207,0,0,0.5057862997055054,0.5057862997055054,TN
208,0,0,0.5286442041397095,0.5286442041397095,TN
209,0,0,0.5102466940879822,0.5102466940879822,TN
210,0,0,0.5001437664031982,0.5001437664031982,TN
211,0,0,0.5302647352218628,0.5302647352218628,TN
212,0,0,0.5092179775238037,0.5092179775238037,TN
213,0,0,0.506834864616394,0.506834864616394,TN
214,0,0,0.5045789480209351,0.5045789480209351,TN
215,0,0,0.49848368763923645,0.49848368763923645,TN
216,0,0,0.5009356141090393,0.5009356141090393,TN
217,0,0,0.5039911270141602,0.5039911270141602,TN
218,0,0,0.5077512264251709,0.5077512264251709,TN
219,0,0,0.5016857385635376,0.5016857385635376,TN
220,0,0,0.5094530582427979,0.5094530582427979,TN
221,0,0,0.5236257314682007,0.5236257314682007,TN
222,0,0,0.5000659227371216,0.5000659227371216,TN
223,0,0,0.5030196309089661,0.5030196309089661,TN
224,0,0,0.4925747811794281,0.4925747811794281,TN
225,0,0,0.5618956089019775,0.5618956089019775,TN
226,0,0,0.4903600215911865,0.4903600215911865,TN
227,0,0,0.49343085289001465,0.49343085289001465,TN
228,0,0,0.5169855356216431,0.5169855356216431,TN
229,0,0,0.4981399476528168,0.4981399476528168,TN
230,0,0,0.5027696490287781,0.5027696490287781,TN
231,0,0,0.5102881789207458,0.5102881789207458,TN
232,0,0,0.5150031447410583,0.5150031447410583,TN
233,0,0,0.5112852454185486,0.5112852454185486,TN
234,0,0,0.5113259553909302,0.5113259553909302,TN
235,0,0,0.516166090965271,0.516166090965271,TN
236,0,0,0.5106269717216492,0.5106269717216492,TN
237,0,0,0.511599063873291,0.511599063873291,TN
238,0,0,0.524846613407135,0.524846613407135,TN
239,0,0,0.5690339803695679,0.5690339803695679,TN
240,0,0,0.5484240651130676,0.5484240651130676,TN
241,0,0,0.6088626980781555,0.6088626980781555,TN
242,0,0,0.5591452121734619,0.5591452121734619,TN
243,0,0,0.5635307431221008,0.5635307431221008,TN
244,0,0,0.5813478231430054,0.5813478231430054,TN
245,0,0,0.572074294090271,0.572074294090271,TN
246,0,0,0.5665868520736694,0.5665868520736694,TN
247,0,0,0.5445311665534973,0.5445311665534973,TN
248,0,0,0.609524667263031,0.609524667263031,TN
249,0,0,0.5608451962471008,0.5608451962471008,TN
250,0,0,0.5919654965400696,0.5919654965400696,TN
251,0,0,0.55913907289505,0.55913907289505,TN
252,0,0,0.5556841492652893,0.5556841492652893,TN
253,0,0,0.53470778465271,0.53470778465271,TN
254,0,0,0.536104142665863,0.536104142665863,TN
255,0,0,0.5220053791999817,0.5220053791999817,TN
256,0,0,0.5223312377929688,0.5223312377929688,TN
257,0,0,0.5355234742164612,0.5355234742164612,TN
258,0,0,0.5200680494308472,0.5200680494308472,TN
259,0,0,0.5261515974998474,0.5261515974998474,TN
260,0,0,0.5318394303321838,0.5318394303321838,TN
261,0,0,0.5283209681510925,0.5283209681510925,TN
262,0,0,0.4841858148574829,0.4841858148574829,TN
263,0,0,0.4911891222000122,0.4911891222000122,TN
264,0,0,0.49365121126174927,0.49365121126174927,TN
265,0,0,0.5019749999046326,0.5019749999046326,TN
266,0,0,0.5060268640518188,0.5060268640518188,TN
267,0,0,0.514853298664093,0.514853298664093,TN
268,0,0,0.5139722228050232,0.5139722228050232,TN
269,0,0,0.5252491235733032,0.5252491235733032,TN
