entity_id,timestamp,actual_anomaly,anomaly_type,predicted_anomaly,error,threshold,drift,latency_ms
turbine_1,1774088645026,False,normal,True,1.155601143836975,1.0,False,22
pump_1,1774088645527,False,normal,False,0.9481988549232483,1.0,False,10
sensor_1,1774088646027,True,drift,True,1.293533444404602,1.0,False,11
engine_1,1774088646528,False,normal,True,1.188460111618042,1.0,False,15
engine_2,1774088647029,True,drift,True,1.1351094245910645,1.0,False,14
turbine_1,1774088707729,True,drift,True,1.1635288000106812,1.0,False,19
pump_1,1774088708230,True,drift,True,1.3944215774536133,1.0,False,11
sensor_1,1774088708730,True,drift,True,1.7047041654586792,1.0,False,10
engine_1,1774088709230,True,drift,False,0.9895258545875549,1.0,False,13
engine_2,1774088709731,True,drift,True,1.0814436674118042,1.0,False,13
turbine_1,1774088770449,True,drift,True,1.0201010704040527,1.0,False,15
pump_1,1774088770949,True,drift,True,1.515264868736267,1.0,False,10
sensor_1,1774088771450,True,drift,True,1.5061442852020264,1.0,False,8
engine_1,1774088771950,True,drift,True,1.0849167108535767,1.0,False,13
engine_2,1774088772451,True,drift,True,1.4095284938812256,1.0,False,9
turbine_1,1774088833246,True,drift,True,1.1693803071975708,1.0,False,16
pump_1,1774088833746,True,drift,True,1.172110676765442,1.0,False,16
sensor_1,1774088834246,True,drift,True,1.2152012586593628,1.0,False,11
engine_1,1774088834747,True,drift,True,1.367435097694397,1.0,False,20
engine_2,1774088835247,False,normal,True,1.4954137802124023,1.0,False,10
