entity_id,timestamp,actual_anomaly,anomaly_type,predicted_anomaly,error,threshold,drift,latency_ms
turbine_1,1773941636397,False,normal,False,0.9616246223449707,1.0,True,172
pump_1,1773941636897,False,normal,True,1.4341726303100586,1.0,False,36
sensor_1,1773941637398,True,drift,True,1.7660000324249268,1.0,True,24
engine_1,1773941637898,True,drift,True,1.2401986122131348,1.0,True,37
engine_2,1773941638399,False,normal,True,1.3298717737197876,1.0,True,32
turbine_1,1773941699104,False,normal,False,0.9824597835540771,1.0,True,68
pump_1,1773941699605,True,drift,True,1.1084661483764648,1.0,False,20
sensor_1,1773941700105,True,drift,True,1.5167899131774902,1.0,True,20
engine_1,1773941700606,True,drift,True,1.2322512865066528,1.0,True,22
engine_2,1773941701108,True,drift,True,1.08118736743927,1.0,False,412
turbine_1,1773941761842,True,drift,True,1.0737556219100952,1.0,True,54
pump_1,1773941762344,True,drift,True,1.3742077350616455,1.0,False,37
sensor_1,1773941762845,True,drift,True,1.126590371131897,1.0,True,40
engine_1,1773941763346,True,drift,True,1.1853570938110352,1.0,True,46
engine_2,1773941763847,True,drift,True,1.3203842639923096,1.0,False,34
turbine_1,1773941824596,True,drift,True,1.198190689086914,1.0,True,16
pump_1,1773941825096,True,drift,True,1.439327359199524,1.0,False,13
sensor_1,1773941825597,True,drift,True,1.4934087991714478,1.0,True,16
engine_1,1773941826098,True,drift,True,1.0900893211364746,1.0,True,23
engine_2,1773941826598,True,drift,True,1.7108861207962036,1.0,False,23
turbine_1,1773941887352,True,drift,True,1.3432344198226929,1.0,True,101
pump_1,1773941887853,True,drift,True,1.0868476629257202,1.0,True,39
sensor_1,1773941888353,False,normal,True,1.5574631690979004,1.0,True,38
engine_1,1773941888854,True,drift,True,1.086639165878296,1.0,True,40
engine_2,1773941889354,True,drift,True,1.3366940021514893,1.0,False,25
turbine_1,1773942025512,True,drift,True,1.1634471416473389,1.0,True,67
pump_1,1773942026013,False,normal,True,1.0714757442474365,1.0,True,170
sensor_1,1773942026514,True,drift,True,1.3210499286651611,1.0,True,17
engine_1,1773942027015,False,normal,False,0.992380678653717,1.0,True,21
engine_2,1773942027527,True,drift,True,1.0697993040084839,1.0,True,29
turbine_1,1773942088351,True,drift,True,1.1459866762161255,1.0,False,55
