entity_id,timestamp,actual_anomaly,anomaly_type,predicted_anomaly,error,threshold,drift,latency_ms
engine_2,1774087941819,True,drift,True,1.1085643768310547,1.0,False,1110
turbine_1,1774087942319,True,drift,True,1.0634996891021729,1.0,False,642
pump_1,1774087942820,True,drift,True,1.5202183723449707,1.0,False,227
sensor_1,1774087943321,True,drift,True,1.038643479347229,1.0,False,893
engine_1,1774087943822,True,drift,True,1.6061030626296997,1.0,False,430
engine_2,1774088004596,True,drift,True,1.203852653503418,1.0,False,1067
turbine_1,1774088005153,True,drift,True,1.252795934677124,1.0,False,549
pump_1,1774088005654,True,drift,True,1.5702708959579468,1.0,False,77
sensor_1,1774088006157,True,drift,True,1.1773697137832642,1.0,False,1178
engine_1,1774088006659,True,drift,True,1.3352046012878418,1.0,False,739
engine_2,1774088067428,True,drift,True,1.2562541961669922,1.0,False,700
turbine_1,1774088067929,True,drift,True,1.4270886182785034,1.0,False,214
pump_1,1774088068430,True,drift,True,1.3564038276672363,1.0,False,1106
sensor_1,1774088068930,True,drift,True,1.4465060234069824,1.0,False,609
engine_1,1774088069432,True,drift,True,1.2938450574874878,1.0,False,134
engine_2,1774088130212,False,normal,True,1.5337382555007935,1.0,False,1066
turbine_1,1774088130713,True,drift,True,1.6096258163452148,1.0,False,572
pump_1,1774088131215,False,normal,True,1.275561809539795,1.0,False,222
sensor_1,1774088131715,True,drift,True,1.6310664415359497,1.0,False,1095
engine_1,1774088132217,True,drift,True,1.746841311454773,1.0,False,615
engine_2,1774088192986,True,spike,True,1.5678726434707642,1.0,False,1064
turbine_1,1774088193486,False,normal,True,1.3515832424163818,1.0,False,593
pump_1,1774088193987,False,normal,True,1.1154805421829224,1.0,False,136
sensor_1,1774088194488,False,normal,True,1.3162143230438232,1.0,False,1078
engine_1,1774088194989,False,normal,True,1.563740849494934,1.0,False,633
engine_2,1774088255799,False,normal,True,1.1505296230316162,1.0,False,2159
turbine_1,1774088256301,False,normal,True,1.0690425634384155,1.0,False,1782
pump_1,1774088256802,False,normal,True,1.1263922452926636,1.0,False,1376
sensor_1,1774088257303,False,normal,True,1.028429627418518,1.0,False,1100
engine_1,1774088257804,False,normal,False,0.9702945947647095,1.0,False,625
engine_2,1774088318652,False,normal,True,1.2131307125091553,1.0,False,924
turbine_1,1774088319153,False,normal,True,1.3656905889511108,1.0,False,450
pump_1,1774088319653,False,normal,True,1.0778210163116455,1.0,False,629
sensor_1,1774088320154,False,normal,False,0.9893055558204651,1.0,False,140
engine_1,1774088320655,True,drift,False,0.9478324055671692,1.0,False,1227
engine_2,1774088381591,False,normal,True,1.181716799736023,1.0,False,24
turbine_1,1774088382092,False,normal,True,1.5111335515975952,1.0,False,14
pump_1,1774088382593,False,normal,True,1.244447946548462,1.0,False,12
sensor_1,1774088383094,True,drift,True,1.058336615562439,1.0,False,10
engine_1,1774088383595,True,drift,True,1.2921171188354492,1.0,False,11
